id,date,obs_type,obs_type_label,org_id,org_name,category,description,status
KRG-02929,2025-06-24,unsafe_condition,Небезопасное условие,org_050,"ТОО ""Белый Лотос KZ""",Выполнение требований инструкций,"БЖБ ПРС №18 бригадасы, МГӨБ-1, ТҚ-12, ұңғы-6838. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02930,2025-06-24,unsafe_condition,Небезопасное условие,org_051,"ТОО ""Ароматный Мирт""",Выполнение требований инструкций,"БЖБ ПРС №8 бригадасы, МГӨБ-3, ТҚ-65, ұңғы-9173. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02931,2025-06-24,unsafe_condition,Небезопасное условие,org_052,"ТОО ""Цветочный Бриз""",Выполнение требований инструкций,"БЖБ ПРС №17 бригадасы, МГӨБ-1, ТҚ-85, ұңғы-6317. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02932,2025-07-31,unsafe_condition,Опасный фактор,org_053,"ТОО ""Небесная Камелия""",Падающие предметы,Шкаф под наклоном,resolved
KRG-02933,2025-06-24,unsafe_condition,Небезопасное условие,org_054,"ТОО ""Степной Шалфей""",Выполнение требований инструкций,"БЖБ ПРС №4 бригадасы, МГӨБ-2, ТҚ-52, ұңғы-5423. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02934,2025-07-31,unsafe_condition,Небезопасное условие,org_055,"ТОО ""Грация Гортензии""",СИЗ / Средства по обеспечению безопасности,МБҚҚ-4 нысанында жөндеу жұмыстары.,resolved
KRG-02935,2025-06-24,unsafe_condition,Небезопасное условие,org_056,"ТОО ""Пудровая Роза""",Выполнение требований инструкций,"БЖБ ПРС №7 бригадасы, МГӨБ-2, ТҚ-41, ұңғы-7646. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02936,2025-06-25,unsafe_condition,Небезопасное условие,org_057,"ТОО ""Золотой Подсолнух""",Выполнение требований инструкций,"БЖБ ПРС №9 бригадасы, МГӨБ-2, ТҚ-40, ұңғы-5216. Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (привентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).",open
KRG-02937,2025-07-30,unsafe_condition,Небезопасное условие,org_058,"ТОО ""Кристальный Ирис""",Поддержание чистоты и порядка,Запасной эвакуационный выход заграмажден строительным мусором.,open
KRG-02938,2025-04-15,unsafe_condition,Небезопасное условие,org_059,"ТОО ""Лепесток Удачи""",Трубопроводы / Подземные коммуникации,Гу-46 ға ф530х12 құбырына иін қаптау,resolved
